0	1	73	21	133	258	345
0	2	73	13	153	153	258
0	3	66	340	589	334	477
0	4	64	541	598	319	364
0	5	62	295	602	72	315
0	6	62	567	639	6	86
0	7	56	6	156	6	159
0	8	0	226	354	2	122
1	1	73	24	132	252	338
1	2	66	344	590	331	474
1	3	64	548	604	314	359
1	4	63	434	518	48	115
1	5	62	298	616	66	313
1	6	56	10	158	12	152
1	7	0	235	365	2	117
2	1	73	26	135	242	330
2	2	66	346	598	326	472
2	3	64	554	612	309	352
2	4	63	520	593	52	92
2	5	62	302	619	72	303
2	6	56	7	162	10	143
2	7	56	256	354	8	102
2	8	41	299	350	281	335
2	9	0	239	367	2	112
3	1	73	26	134	238	328
3	2	73	14	160	139	236
3	3	66	349	606	316	467
3	4	64	559	617	301	347
3	5	62	308	623	59	302
3	6	56	8	161	10	137
3	7	56	252	357	7	99
3	8	41	302	349	282	330
3	9	0	243	375	0	109
4	1	73	25	137	236	325
4	2	66	346	617	315	467
4	3	64	564	626	299	346
4	4	62	314	620	51	302
4	5	56	10	160	0	126
4	6	56	266	381	3	90
4	7	0	247	386	0	100
5	1	73	26	136	236	324
5	2	66	351	616	311	466
5	3	64	572	630	297	342
5	4	62	310	628	18	290
5	5	56	8	162	0	125
5	6	56	250	360	0	94
5	7	0	247	384	0	98
6	1	73	26	137	233	321
6	2	66	355	616	314	468
6	3	64	575	634	295	342
6	4	62	320	622	40	304
6	5	56	8	161	0	124
6	6	0	250	358	0	95
7	1	73	28	139	230	318
7	2	66	361	613	306	466
7	3	64	582	639	294	341
7	4	62	318	631	18	284
7	5	56	8	163	0	124
7	6	0	249	357	0	93
8	1	73	31	140	223	314
8	2	73	47	164	140	219
8	3	66	369	627	300	459
8	4	62	324	632	16	275
8	5	56	13	165	0	123
8	6	0	253	309	2	80
9	1	73	28	142	212	305
9	2	73	14	162	108	207
9	3	66	368	629	300	453
9	4	62	324	635	18	266
9	5	56	13	168	0	114
9	6	41	321	373	252	312
9	7	0	257	311	1	72
10	1	73	23	138	208	299
10	2	66	359	639	276	465
10	3	62	322	639	8	264
10	4	56	12	172	0	111
10	5	0	251	317	2	64
11	1	73	19	134	204	291
11	2	66	362	637	276	465
11	3	62	322	639	8	263
11	4	0	252	315	2	58
12	1	73	13	127	206	291
12	2	66	365	631	293	451
12	3	62	321	639	6	264
12	4	0	247	314	0	53
13	1	73	7	128	210	297
13	2	73	4	146	98	202
13	3	66	354	639	278	464
13	4	62	320	638	10	262
14	1	73	5	125	209	301
14	2	66	358	639	277	466
14	3	62	319	639	10	263
14	4	56	6	167	0	110
14	5	0	242	307	2	58
15	1	73	6	122	208	294
15	2	66	358	639	276	465
15	3	62	315	639	5	264
15	4	56	10	168	0	102
16	1	73	5	119	206	293
16	2	66	361	638	277	464
16	3	62	320	637	1	267
17	1	73	3	117	203	292
17	2	73	2	142	96	189
17	3	66	362	639	276	466
17	4	64	612	639	263	322
17	5	62	323	635	0	272
17	6	56	0	172	3	66
17	7	41	309	370	240	304
18	1	73	2	114	191	283
18	2	73	0	140	92	186
18	3	66	358	639	275	466
18	4	64	612	639	262	323
18	5	62	319	639	0	267
18	6	41	305	370	240	304
19	1	73	0	111	187	285
19	2	66	358	639	276	467
19	3	64	611	639	261	310
19	4	62	321	635	0	268
19	5	41	301	369	237	302
20	1	66	350	627	273	465
20	2	64	611	639	260	310
20	3	62	316	633	0	266
20	4	41	304	359	235	301
21	1	73	0	95	184	288
21	2	66	348	629	277	464
21	3	62	316	631	0	264
21	4	41	301	356	233	302
22	1	73	0	93	183	288
22	2	66	349	627	278	464
22	3	62	314	631	0	264
22	4	41	300	356	233	303
23	1	73	0	93	182	287
23	2	66	351	639	269	474
23	3	62	316	631	0	262
23	4	41	293	362	233	302
24	1	66	369	636	269	474
24	2	62	320	635	0	260
24	3	41	302	371	233	302
25	1	73	0	104	179	284
25	2	66	375	637	268	472
25	3	62	329	635	0	260
25	4	41	317	377	231	300
26	1	73	0	106	178	278
26	2	66	384	639	275	470
26	3	62	330	633	0	258
26	4	41	318	386	226	297
27	1	73	0	107	179	282
27	2	66	384	639	271	472
27	3	62	334	631	0	259
27	4	41	325	385	225	296
28	1	73	0	106	179	283
28	2	66	388	639	268	473
28	3	62	335	632	0	252
28	4	41	321	390	222	297
29	1	73	0	105	179	281
29	2	66	386	639	267	472
29	3	62	336	631	0	255
29	4	41	326	388	218	295
30	1	66	384	639	232	475
30	2	62	337	631	0	255
30	3	41	319	393	213	294
31	1	73	0	93	171	269
31	2	66	378	639	235	470
31	3	62	336	636	0	252
31	4	41	317	392	207	285
32	1	73	0	91	155	267
32	2	66	379	639	234	461
32	3	62	332	639	4	243
32	4	41	321	392	200	274
33	1	66	388	639	218	450
33	2	62	328	639	0	208
33	3	41	330	391	190	267
34	1	66	395	638	228	454
34	2	62	337	635	0	199
34	3	41	333	410	183	263
35	1	73	0	108	139	264
35	2	66	397	639	235	453
35	3	62	355	639	0	197
35	4	41	334	411	179	262
36	1	73	0	106	139	263
36	2	66	395	639	229	449
36	3	62	352	639	0	196
36	4	41	333	409	177	257
37	1	66	396	639	228	449
37	2	62	352	639	0	196
37	3	41	333	409	178	257
38	1	66	396	639	228	450
38	2	62	352	639	1	194
38	3	41	335	411	178	258
39	1	66	399	639	229	453
39	2	62	354	639	0	198
39	3	41	337	412	180	261
40	1	66	398	639	231	455
40	2	62	352	639	3	203
40	3	41	339	414	184	268
41	1	73	3	123	155	253
41	2	66	397	639	238	459
41	3	62	354	639	0	213
41	4	41	343	416	191	273
42	1	73	2	153	50	154
42	2	66	400	639	240	461
42	3	62	352	639	0	217
42	4	41	343	413	199	275
43	1	73	0	137	169	293
43	2	73	7	166	52	163
43	3	66	421	632	291	460
43	4	62	355	639	0	215
43	5	41	345	418	205	281
44	1	73	0	148	170	292
44	2	66	424	635	291	462
44	3	62	364	634	2	247
44	4	41	355	417	208	286
45	1	73	4	158	176	290
45	2	66	426	633	292	462
45	3	62	367	634	0	249
45	4	41	351	421	214	289
46	1	73	9	159	177	290
46	2	66	425	630	288	463
46	3	62	369	635	0	250
