0	1	73	13	55	311	404
0	2	56	188	374	367	477
1	1	73	13	55	311	403
1	2	62	66	203	251	352
1	3	56	188	376	368	476
2	1	73	12	55	311	403
2	2	62	68	211	263	341
2	3	56	187	371	368	478
3	1	73	13	56	310	402
3	2	73	210	263	343	365
3	3	56	189	373	368	478
4	1	73	13	56	311	402
4	2	73	210	263	343	364
4	3	73	41	85	313	404
4	4	56	189	373	369	478
5	1	73	14	55	311	402
5	2	62	69	205	250	350
5	3	56	188	373	369	478
6	1	73	13	54	311	402
6	2	73	209	262	343	365
6	3	62	68	204	252	349
6	4	56	187	373	370	477
7	1	73	13	54	311	402
7	2	62	65	211	261	340
7	3	56	184	376	369	478
8	1	73	14	54	312	402
8	2	62	62	204	249	349
8	3	56	186	372	369	477
9	1	73	14	55	310	403
9	2	62	64	204	252	348
9	3	56	186	374	373	477
10	1	73	13	54	309	403
10	2	62	68	205	253	350
10	3	56	188	373	369	476
11	1	73	14	54	309	403
11	2	62	66	207	251	349
11	3	56	187	372	370	478
12	1	73	13	54	310	402
12	2	62	65	211	260	339
12	3	56	187	375	373	476
13	1	73	13	54	311	402
13	2	62	67	206	253	350
13	3	56	187	373	373	476
14	1	73	209	263	343	365
14	2	62	66	205	252	348
14	3	56	188	371	369	478
15	1	73	14	55	310	402
15	2	73	210	263	343	365
15	3	56	189	372	369	477
16	1	73	13	55	309	402
16	2	56	188	371	371	476
17	1	73	13	54	310	402
17	2	56	187	373	370	478
18	1	73	13	55	310	402
18	2	56	188	373	370	478
19	1	73	13	55	310	402
19	2	73	210	264	343	365
19	3	56	187	374	368	478
20	1	73	13	55	309	403
20	2	56	185	375	370	477
21	1	73	14	55	308	403
21	2	56	187	373	370	477
22	1	73	12	55	309	403
22	2	62	66	206	251	350
22	3	56	188	375	369	478
23	1	73	12	56	311	402
23	2	62	69	206	252	349
23	3	56	186	374	370	477
24	1	73	11	56	310	402
24	2	56	186	375	369	476
25	1	73	11	56	310	402
25	2	62	139	211	271	343
25	3	56	187	377	368	476
26	1	73	11	56	310	403
26	2	56	186	376	369	476
27	1	73	12	56	311	403
27	2	62	69	205	252	352
27	3	56	188	377	368	475
28	1	73	11	56	311	402
28	2	62	66	206	251	350
28	3	56	188	377	370	476
29	1	73	11	56	312	402
29	2	62	67	211	262	341
29	3	56	188	374	371	477
30	1	73	12	56	310	403
30	2	62	70	206	251	353
30	3	56	188	375	370	476
31	1	73	11	56	310	403
31	2	56	188	377	370	475
32	1	62	139	212	270	344
32	2	56	187	380	367	475
33	1	73	11	56	310	403
33	2	56	187	378	369	475
34	1	73	12	56	310	403
34	2	56	187	379	369	475
35	1	62	68	205	251	352
35	2	56	189	376	370	475
36	1	73	11	56	311	403
36	2	62	69	205	250	353
36	3	56	189	376	371	475
37	1	73	12	56	310	403
37	2	62	68	206	251	352
37	3	56	186	375	370	477
38	1	73	11	55	310	402
38	2	56	187	374	371	476
39	1	73	12	55	310	403
39	2	62	65	204	252	349
39	3	56	186	378	370	476
40	1	62	67	205	250	349
40	2	56	188	378	369	475
41	1	62	67	207	252	353
41	2	56	188	378	368	476
42	1	73	12	56	310	403
42	2	62	64	205	250	350
42	3	56	187	380	368	474
43	1	73	11	56	311	402
43	2	56	186	378	369	475
44	1	73	12	56	311	402
44	2	62	139	211	270	344
44	3	56	184	378	368	476
45	1	73	12	57	311	402
45	2	56	183	376	368	476
46	1	56	188	376	369	476
46	2	56	220	336	408	477
47	1	62	68	205	251	351
47	2	56	184	376	369	475
48	1	73	211	265	343	365
48	2	62	69	206	249	352
48	3	56	187	376	371	476
48	4	56	220	335	409	477
49	1	73	12	57	314	401
49	2	62	140	212	272	344
49	3	56	189	375	367	476
50	1	73	211	265	344	365
50	2	56	189	374	368	477
50	3	56	221	333	409	477
51	1	73	12	58	312	401
51	2	73	212	265	344	366
51	3	56	189	376	370	476
52	1	73	14	58	310	403
52	2	62	140	212	272	345
52	3	56	190	372	368	476
53	1	73	14	59	309	403
53	2	73	55	107	325	407
53	3	56	190	373	368	476
54	1	73	13	61	309	404
54	2	73	55	108	324	409
54	3	73	211	267	345	366
54	4	56	190	371	367	474
55	1	73	209	265	346	366
